venue,year,title,authors,tags,primary_area,source,forum_id,paper_page,keep_reason,hit_terms
ICLR,2023,Hebbian Deep Learning Without Feedback,Adrien Journé; Hector Garcia Rodriguez; Qinghai Guo; Timoleon Moraitis,neuro,,openreview_v1,8gd4M-_Rj1,https://openreview.net/forum?id=8gd4M-_Rj1,text_specialized,"brain,cortical"
ICLR,2023,Indoor Localisation for Detecting Medication Use in Parkinson's Disease,Ferdian Jovan; Catherine Morgan; Ryan McConville; Emma Tonkin; Alan Whone; Ian Craddock,clinical,,openreview_v1,D3lPaQ7iqw,https://openreview.net/forum?id=D3lPaQ7iqw,text_specialized,disease
ICLR,2023,Causal Inference via Nonlinear Variable Decorrelation in Healthcare,Junda Wang; Weijian Li; Han Wang; Hanjia Lyu; Caroline Thirukumaran; Addisu Mesfin; Jiebo Luo,clinical,,openreview_v1,5MUJsSRuylD,https://openreview.net/forum?id=5MUJsSRuylD,text_specialized,"healthcare,diseases"
ICLR,2024,Protein Discovery with Discrete Walk-Jump Sampling,Nathan C. Frey; Dan Berenberg; Karina Zadorozhny; Joseph Kleinhenz; Julien Lafrance-Vanasse; Isidro Hotzel; Yan Wu; Stephen Ra; Richard Bonneau; Kyunghyun Cho; Andreas Loukas; Vladimir Gligorijevic; Saeed Saremi,protein,"applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,zMPHKOmQNb,https://openreview.net/forum?id=zMPHKOmQNb,chem_bio,"protein,antibody,proteins"
ICLR,2024,CrysFormer: Protein Structure Prediction via 3d Patterson Maps and Partial Structure Attention,Chen Dun; Qiutai Pan; Shikai Jin; Ria Stevens; Mitchell D. Miller; George N Phillips Jr.; Anastasios Kyrillidis,protein,"applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,siemhfrFXV,https://openreview.net/forum?id=siemhfrFXV,chem_bio,"protein,alphafold,proteins"
ICLR,2024,Evaluating Representation Learning on the Protein Structure Universe,Arian Rokkum Jamasb; Alex Morehead; Chaitanya K. Joshi; Zuobai Zhang; Kieran Didi; Simon V Mathis; Charles Harris; Jian Tang; Jianlin Cheng; Pietro Lio; Tom Leon Blundell,protein,"applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,sTYuRVrdK3,https://openreview.net/forum?id=sTYuRVrdK3,chem_bio,"protein,alphafold"
ICLR,2024,Dynamics-Informed Protein Design with Structure Conditioning,Urszula Julia Komorowska; Simon V Mathis; Kieran Didi; Francisco Vargas; Pietro Lio; Mateja Jamnik,protein,"applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,jZPqf2G9Sw,https://openreview.net/forum?id=jZPqf2G9Sw,chem_bio,"protein,proteins"
ICLR,2024,Improving protein optimization with smoothed fitness landscapes,Andrew Kirjner; Jason Yim; Raman Samusevich; Shahar Bracha; Tommi S. Jaakkola; Regina Barzilay; Ila R Fiete,protein,"applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,rxlF2Zv8x0,https://openreview.net/forum?id=rxlF2Zv8x0,chem_bio,"protein,proteins"
ICLR,2024,KW-Design: Pushing the Limit of Protein Design via Knowledge Refinement,Zhangyang Gao; Cheng Tan; Xingran Chen; Yijie Zhang; Jun Xia; Siyuan Li; Stan Z. Li,protein,"applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,mpqMVWgqjn,https://openreview.net/forum?id=mpqMVWgqjn,chem_bio,"protein,residues"
ICLR,2024,DockGame: Cooperative Games for Multimeric Rigid Protein Docking,Vignesh Ram Somnath; Pier Giuseppe Sessa; Maria Rodriguez Martinez; Andreas Krause,"protein,molecule","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,wmq67R2PIu,https://openreview.net/forum?id=wmq67R2PIu,chem_bio,"protein,proteins,docking"
ICLR,2024,ProteinAdapter: Adapting Pre-trained Large Protein Models for Efficient Protein Representation Learning,Chao Wang; Zhedong Zheng; Yifan Sun; Hehe Fan; Yi Yang,protein,"representation learning for computer vision, audio, language, and other modalities",openreview_v2,0xT87opqKV,https://openreview.net/forum?id=0xT87opqKV,generic_area_focused,"protein,proteins"
ICLR,2024,Bridging Sequence and Structure: Latent Diffusion for Conditional Protein Generation,Matt McPartlon; Céline Marquet; Tomas Geffner; Daniel Kovtun; Alexander Goncearenco; Zachary Carpenter; Luca Naef; Michael M. Bronstein; Jinbo Xu,"protein,molecule",learning on graphs and other geometries & topologies,openreview_v2,DP4NkPZOpD,https://openreview.net/forum?id=DP4NkPZOpD,generic_area_strong_hit,"protein,docking"
ICLR,2024,Functional Geometry Guided Protein Sequence and Backbone Structure Co-Design,Zhenqiao Song; Yunlong Zhao; Wenxian Shi; Yang Yang; Lei Li,protein,"applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,Dr4qD9bzZd,https://openreview.net/forum?id=Dr4qD9bzZd,chem_bio,"protein,proteins"
ICLR,2024,De novo Protein Design Using Geometric Vector Field Networks,Weian Mao; Muzhi Zhu; Zheng Sun; Shuaike Shen; Lin Yuanbo Wu; Hao Chen; Chunhua Shen,protein,"applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,9UIGyJJpay,https://openreview.net/forum?id=9UIGyJJpay,chem_bio,"protein,residue"
ICLR,2024,Clustering for Protein Representation Learning,Ruijie Quan; Wenguan Wang; Fan Ma; Hehe Fan; Yi Yang,"protein,genomics","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,IWfqn6Ythj,https://openreview.net/forum?id=IWfqn6Ythj,chem_bio,"protein,proteins,enzyme,gene"
ICLR,2024,EvolMPNN: Predicting Mutational Effect on Homologous Proteins by Evolution Encoding,Zhiqiang Zhong; Davide Mottin,protein,"applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,8pYNdmwGAO,https://openreview.net/forum?id=8pYNdmwGAO,chem_bio,"proteins,protein,residues"
ICLR,2024,ProtChatGPT: Towards Understanding Proteins with Large Language Models,Chao Wang; Hehe Fan; Ruijie Quan; Yi Yang,protein,"applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,iKsu33WcmU,https://openreview.net/forum?id=iKsu33WcmU,chem_bio,"proteins,protein"
ICLR,2024,Rigid Protein-Protein Docking via Equivariant Elliptic-Paraboloid Interface Prediction,Ziyang Yu; Wenbing Huang; Yang Liu,"immuno,protein,molecule","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,zgQ0PHeGnL,https://openreview.net/forum?id=zgQ0PHeGnL,chem_bio,"protein,proteins,alphafold,docking,drug"
ICLR,2024,Scalable Normalizing Flows Enable Boltzmann Generators for Macromolecules,Joseph Chahn Kim; David A Bloore; Karan Kapoor; Jun Feng; Ming-Hong Hao; Mengdi Wang,"protein,molecule,md_structbio","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,GKxmmAwxj1,https://openreview.net/forum?id=GKxmmAwxj1,chem_bio,"protein,proteins,residue,conformations"
ICLR,2024,"Multimodal Distillation of Protein Sequence, Structure, and Function",Bozhen Hu; Cheng Tan; Bin Gao; Zhangyang Gao; Lirong Wu; Jun Xia; Stan Z. Li,"protein,molecule,genomics","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,O0dW800ukz,https://openreview.net/forum?id=O0dW800ukz,chem_bio,"protein,proteins,enzyme,drug"
ICLR,2024,Split and Merge Proxy: pre-training protein inter-chain contact prediction by mining rich information from monomer data,Hao Du; Yuchen Ren; Yan Lu; He Huang; Yating Liu; Zhendong Mao; Xinqi Gong; Wanli Ouyang,"protein,molecule","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,FZfWQFrdBT,https://openreview.net/forum?id=FZfWQFrdBT,chem_bio,"protein,docking"
ICLR,2024,Equivariant Protein Multi-task Learning,Rong Han; Wenbing Huang; Lingxiao Luo; Xinyan Han; Jiaming Shen; Zhiqiang Zhang; JUN ZHOU; Ting Chen,"protein,molecule","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,K3tHTPjFBM,https://openreview.net/forum?id=K3tHTPjFBM,chem_bio,"protein,proteins,drug"
ICLR,2024,PROTEIN DESIGNER BASED ON SEQUENCE PROFILE USING ULTRAFAST SHAPE RECOGNITION,hui Wang; Dong Liu; kailong zhao; Guijun Zhang,"protein,clinical","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,s4mPCrSNUZ,https://openreview.net/forum?id=s4mPCrSNUZ,chem_bio,"protein,proteins,disease"
ICLR,2024,"MiniFold: Simple, Fast and Accurate Protein Structure Prediction",Jeremy Wohlwend; Mateo Reveiz; Axel Feldmann; Wengong Jin; Regina Barzilay,"protein,molecule","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,SjgfWbamtN,https://openreview.net/forum?id=SjgfWbamtN,chem_bio,"protein,esmfold,drug"
ICLR,2024,MAPE-PPI: Towards Effective and Efficient Protein-Protein Interaction Prediction via Microenvironment-Aware Protein Embedding,Lirong Wu; Yijun Tian; Yufei Huang; Siyuan Li; Haitao Lin; Nitesh V Chawla; Stan Z. Li,protein,"applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,itGkF993gz,https://openreview.net/forum?id=itGkF993gz,chem_bio,"protein,residue,proteins"
ICLR,2024,Thermodynamics-inspired Structure Hallucination for Protein-protein Interaction Modeling,Fang Wu; Stan Z. Li,"protein,molecule","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,OVPoEhbsDm,https://openreview.net/forum?id=OVPoEhbsDm,chem_bio,"protein,proteins,drug"
ICLR,2024,AlphaFold Distillation for Protein Design,Igor Melnyk; Aurelie Lozano; Payel Das; Vijil Chenthamarakshan,"protein,molecule","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,3pgJNIx3gc,https://openreview.net/forum?id=3pgJNIx3gc,title_strong_bio,"alphafold,protein,drug"
ICLR,2024,Protein-ligand binding representation learning from fine-grained interactions,Shikun Feng; Minghao Li; Yinjun Jia; Wei-Ying Ma; Yanyan Lan,"protein,molecule","unsupervised, self-supervised, semi-supervised, and supervised representation learning",openreview_v2,AXbN2qMNiW,https://openreview.net/forum?id=AXbN2qMNiW,generic_area_strong_hit,"protein,proteins,ligand,ligands,drug"
ICLR,2024,DiffMaSIF: Score-Based Diffusion Models for Protein Surfaces,Freyr Sverrisson; Mehmet Akdel; Dylan Abramson; Jean Feydy; Alexander Goncearenco; Yusuf Adeshina; Daniel Kovtun; Céline Marquet; Xuejin Zhang; David Baugher; Zachary Carpenter; Luca Naef; Michael M. Bronstein; Bruno Correia,"protein,molecule","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,S4zpk61r6G,https://openreview.net/forum?id=S4zpk61r6G,chem_bio,"protein,residue,proteins,docking"
ICLR,2024,"Pre-training Sequence, Structure, and Surface Features for Comprehensive Protein Representation Learning",Youhan Lee; Hasun Yu; Jaemyung Lee; Jaehoon Kim,protein,"applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,BEH4mGo7zP,https://openreview.net/forum?id=BEH4mGo7zP,chem_bio,"protein,proteins"
ICLR,2024,Internal-Coordinate Density Modelling of Protein Structure: Covariance Matters,Marloes Arts; Jes Frellsen; Wouter Boomsma,"protein,md_structbio","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,C5u71ph75Q,https://openreview.net/forum?id=C5u71ph75Q,chem_bio,"protein,proteins"
ICLR,2024,Microenvironment Probability Flows as Proficient Protein Engineers,Chengyue Gong; Lemeng Wu; Daniel Jesus Diaz; Xingchao Liu; James Madigan Loy; Adam Klivans; qiang liu,protein,"applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,BxcEqwl9es,https://openreview.net/forum?id=BxcEqwl9es,chem_bio,"protein,proteins,residue"
ICLR,2024,Protein Language Models Enable Accurate Cryptic Ligand Binding Pocket Prediction,David A Bloore; Joseph Chahn Kim; Karan Kapoor; Eric Chen; Kaifu Gao; Mengdi Wang; Ming-Hong Hao,"protein,molecule,md_structbio","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,SFCHv2G33F,https://openreview.net/forum?id=SFCHv2G33F,chem_bio,"protein,proteins,ligand,small molecule"
ICLR,2024,SE(3)-Stochastic Flow Matching for Protein Backbone Generation,Joey Bose; Tara Akhound-Sadegh; Guillaume Huguet; Kilian FATRAS; Jarrid Rector-Brooks; Cheng-Hao Liu; Andrei Cristian Nica; Maksym Korablyov; Michael M. Bronstein; Alexander Tong,protein,generative models,openreview_v2,kJFIH23hXb,https://openreview.net/forum?id=kJFIH23hXb,generic_area_focused,"protein,proteins"
ICLR,2024,Ophiuchus: Scalable Modeling of Protein Structures through Hierarchical Coarse-graining SO(3)-Equivariant Autoencoders,Allan Dos Santos Costa; Ilan Mitnikov; Mario Geiger; Manvitha p Ponnapati; Tess Smidt; JOSEPH JACOBSON,"protein,md_structbio","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,fNOewRJLgQ,https://openreview.net/forum?id=fNOewRJLgQ,chem_bio,"protein,proteins,residues"
ICLR,2024,Robust Model-Based Optimization for Challenging Fitness Landscapes,Saba Ghaffari; Ehsan Saleh; Alex Schwing; Yu-Xiong Wang; Martin D. Burke; Saurabh Sinha,protein,"applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,xhEN0kJh4q,https://openreview.net/forum?id=xhEN0kJh4q,chem_bio,protein
ICLR,2024,($\texttt{PEEP}$) $\textbf{P}$redicting $\textbf{E}$nzym$\textbf{e}$ $\textbf{P}$romiscuity with its Molecule Mate – an Attentive Metric Learning Solution,Xuxi Chen; Daniel Jesus Diaz; Chengyue Gong; Alex Dimakis; Adam Klivans; Zhangyang Wang; Tianlong Chen,"protein,molecule","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,760br3YEtY,https://openreview.net/forum?id=760br3YEtY,chem_bio,"proteins,enzymes,protein,molecule"
ICLR,2024,Str2Str: A Score-based Framework for Zero-shot Protein Conformation Sampling,Jiarui Lu; Bozitao Zhong; Zuobai Zhang; Jian Tang,"protein,md_structbio","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,C4BikKsgmK,https://openreview.net/forum?id=C4BikKsgmK,chem_bio,"protein,proteins,conformation"
ICLR,2024,General-purpose Pre-trained Model Towards Cross-domain Molecule Learning,Yiheng Zhu; Mingyang Li; Jieping Ye; Junlong Liu; Kun Fu; Jian Wu; Zheng Wang,"protein,molecule","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,tNAucRS0QQ,https://openreview.net/forum?id=tNAucRS0QQ,chem_bio,"protein,proteins,molecule,drug,molecules"
ICLR,2024,PDC-Net: Probability Density Cloud Representations of Proteins for Mutation Effect Prediction,Fang Wu; Shuting Jin; Shikun Feng; Le Song; Stan Z. Li,"protein,molecule,md_structbio","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,dFQL7nwksh,https://openreview.net/forum?id=dFQL7nwksh,chem_bio,"proteins,protein,drug,genomics,disease"
ICLR,2024,Curiosity Driven Protein Sequence Generation via Reinforcement Learning,Shuang Ao; Tianyi Zhou; Le Niu; Jing Jiang; Yunfei Long,protein,reinforcement learning,openreview_v2,tPjVRmHqCg,https://openreview.net/forum?id=tPjVRmHqCg,generic_area_focused,protein
ICLR,2024,EquiPocket: an E(3)-Equivariant Geometric Graph Neural Network for Ligand Binding Site Prediction,yang zhang; Wenbing Huang; Zhewei Wei; Ye Yuan; Chongxuan Li,"protein,molecule","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,umUIYdLtvh,https://openreview.net/forum?id=umUIYdLtvh,chem_bio,"proteins,protein,ligand,drug"
ICLR,2024,Protein-Ligand Interaction Prior for Binding-aware 3D Molecule Diffusion Models,Zhilin Huang; Ling Yang; Xiangxin Zhou; Zhilong Zhang; Wentao Zhang; Xiawu Zheng; Jie Chen; Yu Wang; Bin CUI; Wenming Yang,"protein,molecule",generative models,openreview_v2,qH9nrMNTIW,https://openreview.net/forum?id=qH9nrMNTIW,generic_area_strong_hit,"protein,ligand,molecule,molecules"
ICLR,2024,Protein Multimer Structure Prediction via Prompt Learning,Ziqi Gao; Xiangguo Sun; Zijing Liu; Yu Li; Hong Cheng; Jia Li,"protein,molecule","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,OHpvivXrQr,https://openreview.net/forum?id=OHpvivXrQr,chem_bio,"protein,docking"
ICLR,2024,Self-supervised Pocket Pretraining via Protein Fragment-Surroundings Alignment,Bowen Gao; Yinjun Jia; YuanLe Mo; Yuyan Ni; Wei-Ying Ma; Zhi-Ming Ma; Yanyan Lan,"protein,molecule","unsupervised, self-supervised, semi-supervised, and supervised representation learning",openreview_v2,uMAujpVi9m,https://openreview.net/forum?id=uMAujpVi9m,generic_area_strong_hit,"protein,ligand,drug,ligands"
ICLR,2024,Contrastive losses as generalized models of global epistasis,David H Brookes; Jakub Otwinowski; Sam Sinai,protein,"applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,ZlEtXIxl3q,https://openreview.net/forum?id=ZlEtXIxl3q,chem_bio,protein
ICLR,2024,Liteformer: Lightweight Evoformer for Protein Structure Prediction,Ning Sun; Xingyi Cheng; Shentong Mo; Chiming Liu; Hui Li; Eric Xing; Le Song,protein,"applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,t0m0DdCCQ2,https://openreview.net/forum?id=t0m0DdCCQ2,chem_bio,protein
ICLR,2024,RINGER: Conformer Ensemble Generation of Macrocyclic Peptides with Sequence-Conditioned Internal Coordinate Diffusion,Colin A Grambow; Hayley Weir; Nathaniel Lee Diamant; Tommaso Biancalani; Gabriele Scalia; Kangway V. Chuang,"protein,md_structbio","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,9GE0N1htnu,https://openreview.net/forum?id=9GE0N1htnu,chem_bio,peptides
ICLR,2024,Conversational Drug Editing Using Retrieval and Domain Feedback,Shengchao Liu; Jiongxiao Wang; Yijin Yang; Chengpeng Wang; Ling Liu; Hongyu Guo; Chaowei Xiao,"protein,molecule","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,yRrPfKyJQ2,https://openreview.net/forum?id=yRrPfKyJQ2,chem_bio,"peptides,proteins,peptide,drug,molecules,small molecule"
ICLR,2024,Antibody DomainBed: Out-of-Distribution Generalization in Therapeutic Protein Design,Natasa Tagasovska; Ji Won Park; Matthieu Kirchmeyer; Nathan C. Frey; Andrew Martin Watkins; Aya Abdelsalam Ismail; Arian Rokkum Jamasb; Edith Lee; Tyler Bryson; Stephen Ra; Kyunghyun Cho,"immuno,protein,molecule","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,0cJ8ERfnrM,https://openreview.net/forum?id=0cJ8ERfnrM,chem_bio,"antibody,protein,antibodies,drug"
ICLR,2024,Learning Over Molecular Conformer Ensembles: Datasets and Benchmarks,Yanqiao Zhu; Jeehyun Hwang; Keir Adams; Zhen Liu; Bozhao Nan; Brock Stenfors; Yuanqi Du; Jatin Chauhan; Olaf Wiest; Olexandr Isayev; Connor W. Coley; Yizhou Sun; Wei Wang,"protein,molecule,md_structbio","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,NSDszJ2uIV,https://openreview.net/forum?id=NSDszJ2uIV,chem_bio,"enzyme,drug,molecules,molecule,conformations"
ICLR,2024,BiTGNN: prediction of drug-target interactions based on bidirectional transformer and graph neural network on heterogeneous graph,Qingqian Zhang; Changxiang He; Xiaofei Qin; Peisheng Yang; Junyang Kong,"protein,molecule","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,7Gza2TkLPJ,https://openreview.net/forum?id=7Gza2TkLPJ,chem_bio,"enzyme,protein,drug"
ICLR,2024,DiffDock-Pocket: Diffusion for Pocket-Level Docking with Sidechain Flexibility,Michael Plainer; Marcella Toth; Simon Dobers; Hannes Stark; Gabriele Corso; Céline Marquet; Regina Barzilay,"protein,molecule","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,1IaoWBqB6K,https://openreview.net/forum?id=1IaoWBqB6K,chem_bio,"protein,docking,small molecule,drug"
ICLR,2024,Deep Confident Steps to New Pockets: Strategies for Docking Generalization,Gabriele Corso; Arthur Deng; Nicholas Polizzi; Regina Barzilay; Tommi S. Jaakkola,"protein,molecule","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,UfBIxpTK10,https://openreview.net/forum?id=UfBIxpTK10,chem_bio,"proteins,protein,docking,ligand"
ICLR,2024,Deep Reinforcement Learning for Modelling Protein Complexes,Ziqi Gao; Tao Feng; Jiaxuan You; Chenyi Zi; Yan Zhou; Chen Zhang; Jia Li,"protein,molecule","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,4MsfQ2H0lP,https://openreview.net/forum?id=4MsfQ2H0lP,chem_bio,"protein,docking"
ICLR,2024,Equivariant Scalar Fields for Molecular Docking with Fast Fourier Transforms,Bowen Jing; Tommi S. Jaakkola; Bonnie Berger,"protein,molecule","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,BIveOmD1Nh,https://openreview.net/forum?id=BIveOmD1Nh,chem_bio,"protein,docking,ligand,drug"
ICLR,2024,DiffSim: Aligning Diffusion Model and Molecular Dynamics Simulation for Accurate Blind Docking,Yanlin Fei; Yurui Li; Zhiling Zhou; Haohan Wang,"protein,molecule,md_structbio","neurosymbolic & hybrid AI systems (physics-informed, logic & formal reasoning, etc.)",openreview_v2,xlQrAm3LE4,https://openreview.net/forum?id=xlQrAm3LE4,chem_bio,"protein,docking,ligand,drug,conformation,conformations"
ICLR,2024,Streamlining Generative Models for Structure-Based Drug Design,Rafal Karczewski; Markus Heinonen; Vikas Garg,"protein,molecule","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,8DLVrWL78S,https://openreview.net/forum?id=8DLVrWL78S,title_strong_bio,"protein,drug,sbdd,molecules"
ICLR,2024,Harmonic Prior Flow Matching for Multi-Ligand Docking and Binding Site Design,Hannes Stark; Bowen Jing; Regina Barzilay; Tommi S. Jaakkola,"protein,molecule","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,fmoknhh7CH,https://openreview.net/forum?id=fmoknhh7CH,chem_bio,"protein,residue,proteins,ligand,docking,molecules"
ICLR,2024,Graph neural processes and their application to molecular functions,Miguel Garcia Ortegon; Andreas Bender; Carl Edward Rasmussen; Sergio Bacallado,molecule,"applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,ogV88XPnK6,https://openreview.net/forum?id=ogV88XPnK6,chem_bio,"drug,docking,molecules"
ICLR,2024,Active Probabilistic Drug Discovery,Xun Deng; Junlong Liu; Jiansheng Wu; Fuli Feng; Xiangnan He; Zheng Wang; Jieping Ye,"protein,molecule","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,mJgymwRsWw,https://openreview.net/forum?id=mJgymwRsWw,chem_bio,"proteins,drug,molecules,molecule"
ICLR,2024,Searching for High-Value Molecules Using Reinforcement Learning and Transformers,Raj Ghugare; Santiago Miret; Adriana Hugessen; Mariano Phielipp; Glen Berseth,"protein,molecule","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,nqlymMx42E,https://openreview.net/forum?id=nqlymMx42E,chem_bio,"protein,molecules,molecule,docking"
ICLR,2024,Domain-Agnostic Molecular Generation with Chemical Feedback,Yin Fang; Ningyu Zhang; Zhuo Chen; Lingbing Guo; Xiaohui Fan; Huajun Chen,molecule,"applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,9rPyHyjfwP,https://openreview.net/forum?id=9rPyHyjfwP,chem_bio,"molecules,drug,molecule"
ICLR,2024,Navigating the Design Space of Equivariant Diffusion-Based Generative Models for De Novo 3D Molecule Generation,Tuan Le; Julian Cremer; Frank Noe; Djork-Arné Clevert; Kristof T Schütt,molecule,generative models,openreview_v2,kzGuiRXZrQ,https://openreview.net/forum?id=kzGuiRXZrQ,generic_area_focused,"molecule,drug,drugs"
ICLR,2024,Prompt-based 3D Molecular Diffusion Models for  Structure-based Drug Design,Ling Yang; Zhilin Huang; Xiangxin Zhou; Minkai Xu; Wentao Zhang; Yu Wang; Xiawu Zheng; Wenming Yang; Ron O. Dror; Shenda Hong; Bin CUI,"protein,molecule",generative models,openreview_v2,FWsGuAFn3n,https://openreview.net/forum?id=FWsGuAFn3n,title_strong_bio,"protein,drug,ligand,molecules"
ICLR,2024,A Multi-Grained Group Symmetric Framework for Learning Protein-Ligand Binding Dynamics,Shengchao Liu; weitao Du; Yanjing Li; Zhuoxinran Li; Vignesh C Bhethanabotla; Nakul Rampal; Omar M. Yaghi; Christian Borgs; Anima Anandkumar; Hongyu Guo; Jennifer T Chayes,"protein,molecule,md_structbio","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,J4V3lW9hq6,https://openreview.net/forum?id=J4V3lW9hq6,chem_bio,"protein,ligand,drug"
ICLR,2024,Phi-Former: A Pairwise Hierarchical Approach for Compound-Protein Interaction Prediction,ZHE WANG; Siyuan Liu; Chun Cai; Zijing Liu; Chencheng Xu; Jia Li; Yuan Yao,"protein,molecule","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,RY0yYsTxGM,https://openreview.net/forum?id=RY0yYsTxGM,chem_bio,"protein,drug"
ICLR,2024,RDesign: Hierarchical Data-efficient Representation Learning for Tertiary Structure-based RNA Design,Cheng Tan; Yijie Zhang; Zhangyang Gao; Bozhen Hu; Siyuan Li; Zicheng Liu; Stan Z. Li,"protein,genomics","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,RemfXx7ebP,https://openreview.net/forum?id=RemfXx7ebP,chem_bio,"protein,proteins,rna"
ICLR,2024,OBSERVATIONAL DATA ONLY: Inferring Protein Signaling Pathways with Local Information- Rewarded Generative Flow Networks,Haoming Gong; Chengyuan Deng; Yongfeng Zhang; Alexandre Morozov,protein,"applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,dDAEtwpqsF,https://openreview.net/forum?id=dDAEtwpqsF,chem_bio,protein
ICLR,2024,De novo Drug Design using Reinforcement Learning with Dynamic Vocabulary,Xiuyuan Hu; Guoqing Liu; Yang Zhao; Hao Zhang,"protein,molecule","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,uUEvmY8Gfz,https://openreview.net/forum?id=uUEvmY8Gfz,title_strong_bio,"protein,drug,smiles,molecules"
ICLR,2024,SynerGPT: In-Context Learning for Personalized Drug Synergy Prediction and Drug Design,Carl Edwards; Aakanksha Naik; Tushar Khot; Martin D. Burke; Heng Ji; Tom Hope,"oncology,protein,molecule","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,MamHzZHs0h,https://openreview.net/forum?id=MamHzZHs0h,title_strong_bio,"protein,drug,drugs,patient,cancer,tumor"
ICLR,2024,Reducing Atomic Clashes in Geometric Diffusion Models for 3D Structure-Based Drug Design,Jian Ma; Peilin Zhao; Tingyang Xu; Qifeng Bai,"protein,molecule",generative models,openreview_v2,3K3aWRpRNq,https://openreview.net/forum?id=3K3aWRpRNq,title_strong_bio,"protein,drug,sbdd,molecules"
ICLR,2024,GTMGC: Using Graph Transformer to Predict Molecule’s Ground-State Conformation,Guikun Xu; Yongquan Jiang; PengChuan Lei; Yan Yang; Jim Chen,"molecule,md_structbio","applications to physical sciences (physics, chemistry, biology, etc.)",openreview_v2,F7QnIKlC1N,https://openreview.net/forum?id=F7QnIKlC1N,chem_bio,"molecule,molecules,conformation"
ICLR,2024,Molecule Relaxation by Reverse Diffusion with Time Step Prediction,Khaled Kahouli; Stefaan Simon Pierre Hessmann; Klaus Robert Muller; Shinichi Nakajima; Niklas Wolf Andreas Gebauer,"molecule,md_structbio",generative models,openreview_v2,rwmWd2rjP1,https://openreview.net/forum?id=rwmWd2rjP1,generic_area_strong_hit,"molecule,drugs,molecules,force field"
